Date,Username,Komen,Label
8/10/2022 14:28,ares,hadeh disuruh vaksin booster mendadak bgt infonya,1
8/10/2022 14:29,Baca Rules (bit.ly/worksfess),work! aku belum vaksin booster tapi udah muncul sertif booster baiknya gimana ya?,1
8/10/2022 14:39,aul,pgn vaksin booster tp blm 18 thn gmn dong,1
8/10/2022 14:44,🍋,@delaemonds Kalo semisal pfizer nya cuma pas booster bisa dipake keluar negri gak? Apa harus vaksin ulang wkwk,1
8/10/2022 14:45,alya fh.,@riaelvirizaa aamiin kalo gasalah boleh minum obat deh abis vaksin tuh kalau gaenak badannya parah mah wkwk aku juga sambil nunggu pengen booster dulu sih kayanya,1
8/10/2022 14:57,🤓,Demam lagi efek vaksin booster kedua moderna ini ,1
8/10/2022 15:02,Julion.,Review booster ke dua adalah demamnya lebih parah dari booster pertama sakit di lengannya gak seberapa gak rekomen vaksin di hari biasa karna demamnya terasa abadi.,1
8/10/2022 15:16,Nuruloorh,Vaksin booster ke-2 moderna nikmat sekali KIPi nya,1
8/10/2022 15:20,FA,yang aku rasakan setelah vaksin booster ke 2 - ngantuk sepanjang hari - kepala pusing (mungkin krna ngantuk tp ditahan terus gak ditidurkan) - nyeri area yg disuntik td,1
8/10/2022 15:28,ًamelsaurus,ini gue udah booster tpi knpa di tiket kereta bru tertata vaksin 2,1
8/10/2022 15:32,Mutia,Alhamdulillah vaksin booster 2 no kipi kipi,1
8/10/2022 15:37,Baru libur semester,Ya bener sih kecapekan dikit aja sesek gini. Mana mau vaksin booster blm jadi2. Hesjan,1
8/10/2022 15:37,Nia K. Anggraini,Mulai menggigil pemirsa setelah dilanda vaksin booster 4 ,1
8/10/2022 15:44,Salman Alfarisi,Guyonan hari ini. Daftarin parpol ke KPU apa anggotanya wajib vaksin booster ya,1
8/10/2022 15:50,Sarah,@yusfadhiyah jadi inget aku habis vaksin booster pertama awalnya lengan berat aja tapi lama2 demam trs diajakin ngomong uda kaya org ngefly ga jelas ,1
8/10/2022 16:08,Rieska Ayu,@princeunhwi @afrkml Mencoba utk lebih santai dan atur pola hidup/tidur teratur krn kata dokter penyakit2 hipertensi jg disebabkan sama pola hidup tidur kurang sama stress. Alhamdullilah 7 bulanan bisa jd normal lagi nder pas vaksin awal thn smp ketolak2.,1
8/10/2022 16:22,Haechan,gue pernah nemu dari seminarnya maino hyung soal persentase tiap vaksin. Booster kalo ga salah dosisnya ditambah jadi kemungkinan imun sender kaget dan berantem sama virus dari vaksinnya 2x lipat dari pas vaksin 1 sama 2 makanya sampe sakit sebadan. Cmiiw ya [] https://t.co/6pGNJ4qLBD,1
8/10/2022 16:57,V N Z X X R R,efek vaksin booster? seharian ngantuk + lapar terus. percayalah makan nasi padang 2 bungkus tetap lapar lagi,1
8/10/2022 17:37,mar,Ini habis vaksin booster ngerasain itu semua ga enak banget https://t.co/Nv4F2NZA3L,1
8/10/2022 18:09,Kembali berkebun,RT @sleepylioncubs: @nuicemedia Ih kalo ntar ada booster kedua / vaksin ke 4 aku ga bakalan ambil sih. Efek booster kmren ngeri di aku.,0
8/10/2022 19:23,nisahhh,KIPI vaksin booster ke 2 edan tenan ,0
8/10/2022 20:21,🦖,@bellawca Betul jangan lupa vaksin booster,1
8/10/2022 23:09,UnVax Anomali  🇮🇩,jadi mau vaksin booster sampai kapan? Sampe Mampus Lu Pada heran bego dipiara kambing noh dipiara,0
8/10/2022 23:10,FA,vaksin ke 4 ato booster ke 2. lemes dan kepala pusing. itu yg aku rasakan skrg,0
8/10/2022 23:40,Nobody,Bismillah niat vaksin booster kedua semoga tdk ada kipi yg berarti,1
8/10/2022 23:56,anxiety,@tatianadenizer @tanyakanrl loh tensi rendah ditunda boosternya ya? tensiku selalu rendah pas mau vaksin kmrn tp aku blm coba buat booster sih,1
8/11/2022 0:06,Es Grem Mochi,Hihi pagi ini jadwal vaksin booster 2 jd kalau ditotal vaksin keempat ,1
8/11/2022 4:58,404notfound,Vaksin booster kedua Semoga tidak meleyot ya ges yaaa,1
8/11/2022 5:17,flukes • open for readings,Gratitude Journal: Day 19 Aku bersyukur hari ini akhirnya bisa vaksin booster setelah waktu itu nyoba dan keabisan. Hari ini juga ngobrol-ngobrol sama adikku main sama keponakan bentar ngobrol sama temenku juga. Jadi lebih siap untuk mulai hari ini dengan semangat,1
8/11/2022 5:21,AndinAlfahri,Pusing beneran ini mah salah banget emang vaksin di jadwal jaga tu. Ganti infus aja gakuat ngangkat tangannya lebih lebih rasaku dr yg booster kemarin ,1
8/11/2022 6:09,matadantangan🇮🇩,@kurawa semangat om @kurawa gue alumni covid tahun pertama yang belum ada vaksin dan booster vitamin dan air putih plus berjemur tiap jam 9 pagi insyaallah kelar om kur sehat lagi,1
8/11/2022 6:09,Satrio Ndugal 🇮🇩,@Wakhidnurrokhim Tergantung fisik om @Wakhidnurrokhim saya setelah vaksin booster gak ada efek sampingnya seperti nggeregesi dan lain yang lainnya sepeeti yang ditakutkan banyak orang pokok e aman wes,1
8/11/2022 6:12,Nuna Bejo,@nano08_09 Sehat-sehat nano. Eh tp kalau tmn kamu udh booster pke pfizer virusnya gk nular insya Allah. Yg nular dari yg belum vaksin ky ank2.,1
8/11/2022 6:13,A,ART pulang nak bayik jatuh dari sepeda terus langsung imunisasi dan aku vaksin booster mantap semoga abis vaksin ga drama2 yaa soalnya bapaknya masih dinas di Solo hu,1
8/11/2022 6:26,yaelah,hbs vaksin booster kok sakit bgt yaa anjir,0
8/11/2022 6:27,musa ferdyan,Vaksin Booster menjadi sangat penting untuk keluar dari pandemi. Selain sebagai bentuk mitigasi resiko pada pelonggaran sosial saat ini juga karena setelah booster masyarakat akan memiliki kekebalan yang meningkat dan durasi proteksinya jauh memanjang. https://t.co/laCKmRi3nP,1
8/11/2022 6:28,musa ferdyan,Vaksin booster bisa memberikan perlindungan lebih tinggi dibanding dua dosis sebelumnya. Meski nanti terinfeksi di kemudian hari vaksin booster bisa mencegah gejala atau setidaknya mengurangi keparahan dan risiko. https://t.co/UfuDzYG4Tg,1
8/11/2022 6:35,cus,@sehatsurabayaku halo min tolong dibantu. Saya sudah booster moderna di galaxy mall bulan mei 2022. Tapi ternyata setelah saya follow up faskes belum mengisikan data saya di peduli lindungi sehingga saya tidak memiliki sertifikat vaksin 3 di aplikasi,1
8/11/2022 6:49,Karawang Menfess,Gokar! Vaksin booster ditechno tu jenis vaksinnya apaya? Makasii,1
8/11/2022 7:24,Tantri,@wiramcahyadi Oh ini aku vaksin keempat gas booster kedua,1
8/11/2022 7:29,Wine,vaksin booster badan pada sakit semua anjing,0
8/11/2022 7:40,Video Bokep Jav Porn Porno Pornstar Cewek Diblokir,apakah bumil benar vaksin booster,1
8/11/2022 7:43,Sania Nur,Vaksin Booster sudah jadi kebutuhan warga. Baik untuk kesehatan juga untuk kemudahan proses administrasi/perjalanan https://t.co/OGxshpkdJE,1
8/11/2022 7:45,eucalyptus,Abis vaksin booster moderna tangan pegel bgt,1
8/11/2022 12:08,Hazelka,kalo booster pfizer beneran pasti tumbang ya setelah vaksin?,1
8/11/2022 12:12,bill kates,Vaksin booster meneh asu ,0
8/11/2022 12:14,jas putihnya mina,Akhirnya kemarin vaksin booster kedua alias vaksin dosis keempat. Kirain KIPI-nya bakalan se-drama yang booster pertama ternyata B aja. Apa karna cuma setengah dosis ya? Atau karna udah alumni covid tiga kali jadi kebal bener badan ane? https://t.co/8ninK250oY,1
8/11/2022 12:28,🐹 ikayunia 💙,Memang tujuan utamaku vaksin booster adalah agar supaya agenda perkonseran nanti berjalan dengan lancar ,1
8/11/2022 12:28,Gary,Temen temen pada Kipi efek Second Booster Sementara tiket vaksin saya belum keluar. Deg deg an jadinya,1
8/11/2022 12:35,⚡️,Booster 2 done Dahh yaaa sampe pervaksinan ini belum kelar jg gatau lagi deh Kipi aman sih ga ada drama kek pas booster 1 cuma nyeri bekas vaksin aja https://t.co/ez3K10GVGg,1
8/11/2022 12:46,cucuwawawa,Eh tapi ya yang bilang konspirasi2 covid covid ga ada cuma dibuat2 denial banget ga sih? Emang gejalanya mirip flu persis banget tapi rasa sakit dari gejala itu lebih berat dan lebih lama berkali2 lipat ini untung aja gue udah vaksin sampai booster..,1
8/11/2022 12:52,vindha,kirain tes kesehatan biasa ternyata disuruh vaksin booster mana td ga sempet sarapan,1
8/11/2022 12:54,Papetdah,Pegel2 tangan booster buat dapetin sertifikat malah gak keluar2 tp ada aja orang belom vaksin booster sertifnya udh pada keluar emang bangsat,0
8/11/2022 13:18,aul 𖧷,@hoshiluvssa Vaksin booster nggak semenyeramkan itu kok haha,1
8/11/2022 13:42,official maba #22 :'',Ini kenapa efek vaksin booster ga hilang hilang dah,1
8/11/2022 13:43,Farid,jangan lupa vaksin booster biar nanti lancar vaksin ke-4 sehingga vaksin ke-5 tidak ada kendala jadi vaksin ke-6 tubuh sudah siap untuk vaksin ke-7 karena antibodi sudah terbentuk dan sanggup menampung vaksin ke-8 https://t.co/d2FlZDDmK7,1
8/11/2022 13:57,Seo dagang dulu | Fb yaa,Vaksin booster ko pegel bgt ya dua vaksin kemarin perasaan gapapa,0
8/11/2022 14:32,Siti Aisyah,Yaallah after vaksin booster ke dua keulang lagi kipinya lemes bener,0
8/11/2022 14:40,Noah.,apaansi @Eitherein nyuruh2 vaksin dari awal orang tinggal booster doang ,1
8/11/2022 14:41,Sahat Hasugian,Mau sampe kapan vaksin booster lagi.Varian itu disebabkan karena vaksin dan banyak Org habis divaksin bukan tambah sehat melainkan tambah sakit2an.oknum tambah banyak uang & rakyat sakit2an https://t.co/KLfgtzapKH,0
8/11/2022 14:47,Ronnie H. Rusli. MS. PhD.,@katzen_jammer Artinya apa Booster ada manfaat untuk melindungi? Kalau bukan cuma dagang vaksin (impor vaksin di beli) dan dipaksakan dipakai sampai ada yg sdh 6x Vaksin-Booster tetap saja kena.,0
8/11/2022 14:51,ѕку нιgн ツ,@jogjamnfs minim vaksin booster keknya,1
8/11/2022 15:07,terserah,Sudah mulai merasakan gejala2 efek vaksin moderna kayak dulu waktu booster dosis pertama. Tangan bekas suntikan pegal pusing badan sumeng-sumeng.,0
8/11/2022 15:09,cetekhun,@_iyangg Ohh iya gue baru ngeh vaksin ke 3 kan booster wkwk anjir pikiran gue kalut banget kaya ngurusin negara ,0
8/11/2022 15:09,raye ☕️,@KhhFess seharusnya ya gak dikasih tau juga harus tau sih sekarang di indo udh di beritain juga kalo ke mall atau public aja minimal booster bukan vaksin 2 lagi cmiiw,1
8/11/2022 15:10,Paris,@Youpouud00 kamu buruan deh vaksin ketiga soalnya sekarang kemana2 wajib booster,1
8/11/2022 15:39,cia (rest),@vangdele NAHH sama aku jg lg mikirin ini. soalnya kan baru ada info harus udh vaksin booster temenku baru mingdep kalo mesennya terpisah takut ga barengan T_T,1
8/11/2022 15:49,bukan shopee,Cih besok vaksin booster pdhl mau lanjut begadang maraton konser,1
8/11/2022 15:55,nini baby,@fvllsvnflowers @KhhFess Masih bingung booster tuh ada berapa kali kalo udah vaksin 3 kali bisa kan ya?? ,1
8/11/2022 16:09,Izna,abis vaksin booster 2 hari H pegel linu tangannya H+1 panas naik turun H+3 hidung pengar kagak selesai anjir .,0
8/11/2022 17:01,¹³¹,sakitan vaksin booster daripada jatuh kecelakaan motor,0
8/12/2022 13:30,DLA,Gara2 efek vaksin booster kemaren nih badan sakit2 semua gila bonyok. Kalo bukan karna kebijakan perusahaan suru vaksin booster mah ogah bgt. Ngapain booster2 segala.,0
8/12/2022 13:32,™† CrispyPork †™,@luthfiiluffyy Mungkin.. Tp ya aku jg pas vaksin 1 2 gpp sih pake Pfizer Ga tau nih booster,1
8/12/2022 13:39,⚕️Base Anak FK | Open DM📩,dok mahasiswa FK udah vaksin keberapa? Dapet booster?,1
8/12/2022 13:41,saaa🦋,"wkwk iya kali tp aku mahasiswa profesi kak. ohh jadi abis covid, blm sebulan langsung vaksin? setau aku harusnya diberi jarak seenggaknya 3-6 bulan sih kak. dulu pernah konsul sama dokter patologi jg katanya minimal 1 bulan setelah negatif",1
8/12/2022 13:45,🧸𝓭 ༊*·˚,mau cerita kmrn gue booster dulu vaksin 1&2 sinovac skrg dpt az HAHAHA awalnya kek ga sakit apa-apa ahh kek bnr bnr ga kerasa ges pas suntik tuh,1
8/12/2022 13:56,VOI.id,"Anih, kakak korban, mengatakan dirinya sangat terpukul mendengar adiknya yang suka mengajak warga sekitar untuk vaksin booster justru meninggal di tempat vaksin. https://t.co/VATKtWXGVl",0
8/12/2022 14:03,hahahihiinaja,abis vaksin booster kenapa jadi kaya orang sakit gini sih,0
8/12/2022 14:06,UNNES MENFESS💙,ness info vaksin booster sekitar unnes atau semarang,1
8/12/2022 14:08,Tia Listria,"Efek booster vaksin mulai kerasa, mana barengan sama sariawan diujung dalam sana, Allah",1
8/12/2022 14:13,tiwtiw,bingung mau vaksin booster kpn,1
8/12/2022 14:13,mmuutthhiiaa,"Minggu kmrn vaksin ke 3 (booster) dan udah seminggu sakit kepala, apa ini efek dari vaksinnya? Minum pereda nyeri tp masih sakit:(",1
8/12/2022 14:34,bege`,Tepar beh habis vaksin booster kemarin,1
8/12/2022 14:39,Cocacola,@algiguttur Minimal vaksin 2 + booster masuk tahap selanjutnya kak,1
8/12/2022 14:46,Araaaa 🍓 | Enggak rest,"Gas terus aja gapapa, walaupun aku belum vaksin booster tapi aku kuat soalnya jantung sama hati aku buatan Allah bukan buatan pabrik https://t.co/j4SYmkAXyN",1
8/12/2022 14:48,Diah Indras,"@JSCLab Min, kalo mau daftar booster tapi tempat yang dituju ga ada di Jaki tuh kenapa? Padahal cek di kuota vaksin ada.",1
8/12/2022 14:53,kia✨,"w vaksin booster cuma karna pengen sebenarnya, bukan butuh",1
8/12/2022 14:55,rava,AKU BELUM VAKSIN BOOSTER TAPI AKU MASIH KUAT JADI AYOK KASIH SERANGAN LAGI. AKU KUAT KOK.. @bbrightvc @winmetawin,1
8/12/2022 14:58,caca marica hey hey - follbacknya yaa,Caca udah vaksin booster. Gas terus @bbrightvc @winmetawin,1
8/12/2022 15:01,erin potter🧸,hari ini booster ga sesakit kmrn deh vaksin 1 sm 2 wkwk,1
8/12/2022 15:01,ara,ada yang udah vaksin booster belum sih?,1
8/12/2022 15:04,Je.,"Mau co pc tengah malem, tp besok vaksin booster:( harus bobo cepet",1
8/12/2022 15:19,Fanka Qutrotunnada,vaksin booster kpn y enaknya,1
8/12/2022 15:24,Semarang Menfess !!!,"Mau tanya dong buat yg udh vaksin booster ke 3 yg pake pfizer ada ga reaksinya, makasi ndes",1
8/12/2022 15:24,vand,Pengen vaksin booster tp takut efeknya,1
8/12/2022 15:27,megdud🧞‍♀️,@SmgMenfess2 boosterku astra. gejalane kek omicron. h+3 vaksin aku pos cov wkwk,1
8/12/2022 15:40,kyoong tyong 🐶🌹,@renjunbase renjun sini maju gatakut aku dah vaksin booster,1
8/12/2022 15:41,Nat 🛸,Blekoyen waktunya vaksin booster lagi ,1
8/12/2022 15:44,dey🐬,"@dprdila sayangku booster itu bukan jenis vaksinnya, kalo vaksin ke-3 dengan jenis vaksin apapun disebut booster",1
8/12/2022 15:51,melll🍒,"gue vaksin booster berarti bukan agustus dong wkwk, lama bett",1
8/12/2022 15:52,Yudhi Dharmawan,"@kompascom Tetaplah vaksin, ayo booster vaksin",1
8/12/2022 15:54,Tinta Biru,"Presiden juga menekankan pentingnya vaksinasi yg harus terus digencarkan pelaksanaannya di daerah. Dilanjutkan dgn vaksinasi, vaksin 1, vaksin 2 hingga vaksin penguat atau booster, kata Presiden. https://t.co/KwWsrK1NkF",1
8/12/2022 16:20,Use Hope!,gaes maap oot disini ada yg udh vaksin booster blm? Gimana efeknya? Aku mau booster tapi maju mundur terus hope!,1
8/12/2022 16:37,Lambeosaurus off.,@Kalriesa ternyata vaksin booster juga tidak menjamin kuat menghadapi gantengnya nct dream,1
8/12/2022 17:11,🥔,Gila ini efek vaksin booster sakit bgt di lengan smpe kaku,0
8/12/2022 17:11,🐥,besok aku vaksin booster insyaallah huhu semoga gak kenapa kenapa,1
8/12/2022 17:23,pengengemuk😩,@FOODFESS2 guys yg mau vaksin booster bisa daftar ya. https://t.co/rYKcRwDZyX,1
8/12/2022 17:30,PENIKMAT SENYUMMU,Semoga bisa tidur lebih cepat dari biasanya biar ga telat vaksin booster ,1
8/13/2022 4:51,ssefnum.,naik kereta jarak deket tuh minimal cuma vaksin pertama bisa kan ya? apa harus booster?,1
8/13/2022 4:53,Dikala Hujan,nakes siap untuk booster kedua atau vaksin ke 4 kita juga harus siap yak https://t.co/Jf3FiHre1r,1
8/13/2022 5:05,H,@wiena_kinasih 2 minggu ilang nafsu makan cepet lelah iya banget plus tambah daya inget juga nurun vaksin booster dah lngkp tetep aja kena,1
8/13/2022 5:10,GioReza,RT @garuda080: Efektivitas vaksin primer menurun masyarakat dihimbau untuk segera melakukan vaksin booster sebagai upaya perlindungan diri,1
8/13/2022 5:11,antipiretik 2.0,@natanattda Mau siap2 nyuntikin vaksin booster 4 kayaknya Kak.,1
8/13/2022 5:11,lawan_corona,RT @DwiKilaw: Antibodi Penduduk RI meningkat Jauh dan yang mengalami kenaikan antibodi paling tinggi adalah masyarakat yang sudah di vaksin,1
8/13/2022 5:15,Kepak_Sayap,@widiamustika22 Ayo Vaksin booster demi cegah lonjakan kasus Covid-19. NKRI Tumbuh Kuat,1
8/13/2022 5:35,Cah Gendeng,Efek vaksin booster ternyata lumayan berasa ketimbang yg ke 1 & 2 ,1
8/13/2022 5:47,Erfan Diara,Setiap orang wajib disuntik vaksin tidak hanya sekali atau dua kali tetapi sampai 3 kali alias booster. NKRI Tumbuh Kuat,1
8/13/2022 5:47,Erfan Diara,Juru Bicara Tim Satgas Penanganan Corona Profesor Wiku Adisasmito menyatakan bahwa vaksin booster akan memperkuat antibodi manusia setelah 6 bulan disuntik vaksin (dosis kedua). NKRI Tumbuh Kuat,1
8/13/2022 5:47,Erfan Diara,Virus hasil mutasi memang biasanya lebih ganas jadi wajib diwaspadai. Oleh karena itu semua warga negara Indonesia yang berusia di atas 18 tahun wajib untuk suntik vaksin booster. NKRI Tumbuh Kuat,1
8/13/2022 5:47,Erfan Diara,Mengapa harus booster ketika sudah 2 kali vaksin? Penyebabnya karena setelah 6 bulan efektivitas vaksin akan menurun. Oleh karena itu 6 bulan setelah suntikan vaksin Corona dosis kedua harus dibooster. NKRI Tumbuh Kuat,1
8/13/2022 5:55,r a m,Badan lagi capek tapi pengin vaksin booster aman ngga sih? Jarang bgt ada vaksin booster di domisili gue :(,1
8/13/2022 5:55,Erfan Diara,SE yang baru ditetapkan ini memiliki sejumlah poin penting salah satunya adalah mewajibkan vaksin booster sebagai syarat untuk memasuki fasilitas publik ataupun fasilitas umum. NKRI Tumbuh Kuat,1
8/13/2022 5:55,Erfan Diara,Akan tetapi dalam SE tersebut juga telah tertuang persyaratan vaksin booster dikecualikan bagi masyarakat yang tidak bisa divaksinasi. NKRI Tumbuh Kuat,1
8/13/2022 5:59,UNS MENFESS, Kuliah Offline nanti apakah harus vaksin booster dulu?,1
8/13/2022 6:20,UNS MENFESS," efek vaksin booster astra kaya simulasi covid sakit parah seluruh badan. Panas mual muntah sakit kepala parah badan sakit semua apalagi kalo dipegang badan pegel2 yg parah sampe gabisa buat tidur saking sakitnya gabisa ditahan :"")",0
8/13/2022 6:39,Agus Widodo,Alhamdulillah saya sudah vaksin booster Desember lalu. Daripada ribet tes PCR lebih baik segera vaksin booster. Lakukan vaksin dengan persiapan yakni pastikan diri sehat cukup tidur cukup makan cukup istirahat. Jangan lakukan vaksin dalam kondisi terpaksa atau tidak siap. https://t.co/fefV9oFZVp,1
8/13/2022 6:53,𝐀𝐭𝐡𝐞𝐧𝐚 𝐀𝐪𝐮𝐢𝐥𝐚 𝐀𝐝𝐥𝐞𝐫 ･ﾟ✧,@HackQuizizz Maaf kak annual pass saya masih ada cuma kurang vaksin booster aja kok,1
8/13/2022 7:16,ㅡret.๑12mw☀️,Tambahan lagi ada yg ngasih tau aku untuk yg sudah 18 tahun keatas wajib vaksin booster ya entah itu mau standing dan seating,1
8/13/2022 7:29,del,ayah sy sudah vaksin 4 anaknya mau vaksin booster aja maju mundur,1
8/13/2022 7:44,dudu_mbhek,"Mana mau sadar? Yg ada malah ngehina2, yg gak vaksin dianggap sebagai melawan dan gak nurut pemerintah. Ya bagi pendukung pemerintah wajib dong. Dah sana pada booster jangan takut ! https://t.co/S4ZtAriMXK",0
8/13/2022 7:48,Sat Polairud Polres Bangka Barat,Personil Sat Polairud Polres Bangka Barat melaksanakan giat memberikan himbauan kepada nelayan dan masyarakat diseputaran Pelabuhan Limbung dalam kegiatan ini personil piket mengajak masyarakat dan nelayan yang belum vaksin booster untuk melaksanakan vaksin serta antisipasi https://t.co/QQ5RwVukwR,1
8/13/2022 7:50,tiwisindroum,Abis vaksin booster rasa sakitnya ngalahin rasa sakit pas Covid.,1
8/13/2022 7:57,unaaanaa🌻,@prayforthedvl Waktu vaksin 1 2 malah ga berasa apa apa kek yauda biasa aja gitu ga ada efek apa apa. Tapi pas abis booster berasa remuk badannya ,1
8/13/2022 8:12,Gratis Terbaik,@drpriono1 @kemenkomarves Hahaha apa gunanya antibodi tinggi terhadap virus asli Wuhan yang tidak lagi ada? Makan tuh antibodi hasil vaksin tidak efektif sama sekali. Satu-satunya jenis antibodi efektif adalah yang hasil infeksi alami. https://t.co/6dkleh,0
8/13/2022 8:13,chae,Sebelum booster aja gampang meriang eh kemaren mana abis vaksin malah dapet hari pertama sekarang badan jadi gaenak banget,1
8/13/2022 8:31,♡Us♡,@dr_koko28 Masa Dok ? Bos saya udah pada di booster tetap aja tuh pada kena covid lagi. Vaksin kan artinya membuat kekebalan ini malah membuat tubuh lemah. Udahlah Dok dosa Dunia Akherat Dokter lebih tau kandungan Vaksin itu apa. INSYAF DOK,0
8/13/2022 8:36,korban php,@YusufNurArif13 Aku belum vaksin booster aja udh sekuat ini. Gmn kalau udh ya.,1
8/13/2022 8:42,Win 🐻,Bayangin dah vaksin booster ternyata sama faskesnya kaga diinput datanya akhirnya ga bisa klaim sertifikat dipeduli lindungi. Dah vaksin tpi berasa belom mengkesel bgt heu,1
8/13/2022 11:27,garaa 🍥,@convomfs Aku vaksin booster dan skrg masi kerasa bgt pegelnya,1
8/13/2022 11:28,sa •᷄ɞ•᷅,Jadi model vaksin booster ya bang? https://t.co/ueiMWsEXsv,1
8/13/2022 11:46,erinarachma,kapan aku sempet vaksin booster kalo freenya weekend rawr,1
8/13/2022 12:03,Кев.,@rsantosooo @ForzaDonnaa @Miduk17 Belom vaksin booster kaptennya makanya gaboleh angkat piala,1
8/13/2022 12:22,U Mee,@DrEvaChaniago Klo cuci uang gak pke syarat vaksin booster ya bu Dok,1
8/13/2022 12:24,Will of God,mending olahraga yg dipaksa Pak kalo booster vaksin dipaksa cm utk kepentingan biar laku sih gak jauh beda sm orba https://t.co/QWIiDLkuKj,0
8/13/2022 13:05,healthy,Udah booster antibodi naik eh kena covid berkali2 bisa masuk rumah sakit.. mending yg gak pernah vaksin dong gak pernah kena covid selalu sehat walafiat https://t.co/Rp2PDWqLXh,0
8/13/2022 13:16,TA,Ini efek vaksin booster gak ya jadi pusing gini,1
8/13/2022 13:23,fira🍁,yg lain baru vaksin kedua ni orang udah booster https://t.co/ixTNeP0lBd,1
8/13/2022 13:41,란🐰,@khaisarchive @undipmenfess Tahun lalu aku vaksin booster di rsnd sih nder dapetnya pfizer aku jg mahasiswa undip mungkin stocknya lagi hbs atau gmn ya aku krg tauu,1
8/13/2022 14:02,Jeon Arovie,@KAI121 kalau misal pesen tiket sebelum vaksin booster trus waktu hari h keberangkatan udah vaksin booster gimana kak apakah ttp membutuhkan swab antigen?,1
8/13/2022 14:39,jay,@jogjamnfs harus scan tp gatau booster apa ngga bulan lalu pas baru vaksin kedua boleh aja sih,1
8/13/2022 14:43,Maemundewi,Abis vaksin booster. alhamdulillah terimakasih dibantuin banyak org baik,1
8/13/2022 14:55,lucky 𓆃,@derinto8 @muhraufan Dan harus wajib vaksin booster + install peduli lindungi.,1
8/13/2022 14:58,nana²²,gimana caranya aku mau vaksin booster umur 18 aja belom,1
8/13/2022 15:06,Kaa,Di vaksin booster bukannya sehat malah sakit,0
8/13/2022 15:07,arie,Kalo kalian masuk mall terus checkin pedulilindungi pake akun punya temen yang udah vaksin booster kamu berarti hacker.,1
8/13/2022 15:09,🏳🇮🇩DekodePiliang Sukarnois🇮🇩🏴,vaksin percuma ga efektif,0
8/13/2022 15:15,chaceisari,Vaksin 1-2 aman. booster ko drop ya. bekas suntiknya aja kaya abis ketonjok apa gitu ,1
8/13/2022 15:22,Bagas Arya Wiguna,Alhamdulillah vaksin booster 2 hari lalu ga kena KIPI,1
8/13/2022 15:27,vestalis-luctuosa,Vaksin Covid booster malah membahayakan dan membuat kerusakan immunitas tubuh.. Masih mau ?? https://t.co/DFQgLIpF1R,0
8/13/2022 16:17,viii🍩,vaksin booster efeknya kenapa jadi ngantukan bgt anjrit,1
8/13/2022 16:22,erix s,@marvelisdad @hrdbacot Fyi di giias ada tempat vaksin booster paling kalau tdk boleh masuk disuruh vaksin dulu,1
8/13/2022 16:57,aya,minggu lalu telapak tangan kanan kejepit pintu mobil masi ada spot yg sakit sampai sekarang. hari rabu kepeleset bekas edo ngepel jatoh telak bgt hampir tebaring nopangnya pake lengan kanan. tadi siang vaksin booster bahu kanan. tinggal rontoknya aja lagi tangan kananku ,1
8/14/2022 9:56,Irma,@yo2thok Ada link kajian ilmiah dari CDC terkait ini? Oiya bgmn jika pernah ada riwayat DVT diduga ditungkai lalu di vaksin dan booster apakah akan tjd pembentukan proteinnya diarea yg sama? Bekam bisa mencegah pembentukan protein tdk?,1
8/14/2022 10:36,𝐹𝒾𝓎𝒶 🌤,Sumpah ya aku kesel banget sama sertifikat ini lebih ke yg adain vaksin waktu kemaren cuy sama yg nge data aku udah vaksin 2 kali tpi malah gini yg muncul capek banget hey masa hrs vaksin 2 lgi baru bisa booster gt kesel jg sama diri sndiri knp pas itu ga foto kertasnya https://t.co/WOro2mujgue,1
8/14/2022 10:36,dita 🍀,Seriusan tapi efek vaksin booster kedua aku jadi sering lapar,1
8/14/2022 10:54,Bandung City Human,@BlueHooligan_33 I orang2 yg belum sempat vaksin booster dengan syarat menujunkan tiket fisik ke petugas . Setiap tribun di buat pintu khusus untuk jalur evakuasi yg hanya dapat di lalui oleh petugas mau pun korban Dan yg paling penting kesadaran diri mas,1
8/14/2022 11:05,Milk si susu 🥛🎪,@Knowarchives kemaren aku sih jangka waktu dari vaksin 2 hampir setahun baru booster dan bisa aja sih cuma gatau lagi kalau ada kebijakan baru,1
8/14/2022 11:08,lalalala,Bsk hrs vaksin booster ga :( aku blm dah 18 tahun,1
8/14/2022 11:09,bismillahakujodohmu,Kemarin ambruk gegara vaksin booster sekarang ambruk gegara keujanan,1
8/14/2022 11:10,nath 🐱,@yelvoee Kalo card aku udah ada sampe booster udah tak cetak apa cetak ke kertas f4 aja yaa wkwk ini aja udah otw booster ke 2/vaksin ke 4,1
8/14/2022 11:14,chanyeol si sadam,Nangis bgt beneran tiket nhc murah bgt tp gue gabisa nonton karna belum booster kenapa ga ampe vaksin 2 aja si,1
8/14/2022 11:53,lagi cape rapat 🐢,"ih kasian bgt banyak yang ngulang vaksin karena melebihi batas waktu alhamdulilah bgt febuari gue udah booster mana debat dulu ama nyokap gue ""kalau nanti diwajibin booster aku gamau vaksin disana"" ternyata jebret lebaran yang udah booster bebas pcr",1
8/14/2022 11:56,♡ is seeing svt🥺🫶🏼,@caratstalk kalo card tp yg sertif booster aja boleh ga sih? soalnya kan klo udh booster pasti udh vaksin 1 2 juga kan? cmiiw,1
