,Date,Username,Komen,Label,clean,case_folding,Tokenizing,Stopword,Hasil
228,8/11/2022 12:28,🐹 ikayunia 💙,Memang tujuan utamaku vaksin booster adalah agar supaya agenda perkonseran nanti berjalan dengan lancar ,1,Memang tujuan utamaku vaksin booster adalah agar supaya agenda perkonseran nanti berjalan dengan lancar,memang tujuan utamaku vaksin booster adalah agar supaya agenda perkonseran nanti berjalan dengan lancar,"['memang', 'tujuan', 'utamaku', 'vaksin', 'booster', 'adalah', 'agar', 'supaya', 'agenda', 'perkonseran', 'nanti', 'berjalan', 'dengan', 'lancar']","['tujuan', 'utamaku', 'vaksin', 'booster', 'agenda', 'perkonseran', 'berjalan', 'lancar']",tuju utama vaksin booster agenda konser jalan lancar
229,8/11/2022 12:28,Gary,Temen temen pada Kipi efek Second Booster Sementara tiket vaksin saya belum keluar. Deg deg an jadinya,1,Temen temen pada Kipi efek Second Booster Sementara tiket vaksin saya belum keluar Deg deg an jadinya,temen temen pada kipi efek second booster sementara tiket vaksin saya belum keluar deg deg an jadinya,"['teman', 'teman', 'pada', 'kipi', 'efek', 'second', 'booster', 'sementara', 'tiket', 'vaksin', 'saya', 'belum', 'keluar', 'deg', 'deg', 'an', 'jadinya']","['teman', 'teman', 'kipi', 'efek', 'second', 'booster', 'tiket', 'vaksin', 'deg', 'deg', 'an']",teman teman kipi efek second booster tiket vaksin deg deg an
230,8/11/2022 12:35,⚡️,Booster 2 done Dahh yaaa sampe pervaksinan ini belum kelar jg gatau lagi deh Kipi aman sih ga ada drama kek pas booster 1 cuma nyeri bekas vaksin aja https://t.co/ez3K10GVGg,1,Booster done Dahh yaaa sampe pervaksinan ini belum kelar jg gatau lagi deh Kipi aman sih ga ada drama kek pas booster cuma nyeri bekas vaksin aja,booster done dahh yaaa sampe pervaksinan ini belum kelar jg gatau lagi deh kipi aman sih ga ada drama kek pas booster cuma nyeri bekas vaksin aja,"['booster', 'done', 'dah', 'ya', 'sampai', 'pervaksinan', 'ini', 'belum', 'kelar', 'juga', 'enggak', 'tau', 'lagi', 'deh', 'kipi', 'aman', 'sih', 'enggak', 'ada', 'drama', 'kayak', 'pas', 'booster', 'cuma', 'nyeri', 'bekas', 'vaksin', 'saja']","['booster', 'done', 'dah', 'ya', 'pervaksinan', 'kelar', 'tau', 'deh', 'kipi', 'aman', 'sih', 'drama', 'kayak', 'pas', 'booster', 'nyeri', 'bekas', 'vaksin']",booster done dah ya vaksin kelar tau deh kipi aman sih drama kayak pas booster nyeri bekas vaksin
231,8/11/2022 12:46,cucuwawawa,Eh tapi ya yang bilang konspirasi2 covid covid ga ada cuma dibuat2 denial banget ga sih? Emang gejalanya mirip flu persis banget tapi rasa sakit dari gejala itu lebih berat dan lebih lama berkali2 lipat ini untung aja gue udah vaksin sampai booster..,1,Eh tapi ya yang bilang konspirasi covid covid ga ada cuma dibuat denial banget ga sih Emang gejalanya mirip flu persis banget tapi rasa sakit dari gejala itu lebih berat dan lebih lama berkali lipat ini untung aja gue udah vaksin sampai booster,eh tapi ya yang bilang konspirasi covid covid ga ada cuma dibuat denial banget ga sih emang gejalanya mirip flu persis banget tapi rasa sakit dari gejala itu lebih berat dan lebih lama berkali lipat ini untung aja gue udah vaksin sampai booster,"['eh', 'tapi', 'ya', 'yang', 'bilang', 'konspirasi', 'covid', 'covid', 'enggak', 'ada', 'cuma', 'dibuat', 'denial', 'banget', 'enggak', 'sih', 'memang', 'gejalanya', 'mirip', 'flu', 'persis', 'banget', 'tapi', 'rasa', 'sakit', 'dari', 'gejala', 'itu', 'lebih', 'berat', 'dan', 'lebih', 'lama', 'berkali', 'lipat', 'ini', 'untung', 'saja', 'gue', 'sudah', 'vaksin', 'sampai', 'booster']","['eh', 'ya', 'bilang', 'konspirasi', 'covid', 'covid', 'denial', 'banget', 'sih', 'gejalanya', 'flu', 'persis', 'banget', 'sakit', 'gejala', 'berat', 'berkali', 'lipat', 'untung', 'gue', 'vaksin', 'booster']",eh ya bilang konspirasi covid covid denial banget sih gejala flu persis banget sakit gejala berat kali lipat untung gue vaksin booster
232,8/11/2022 12:52,vindha,kirain tes kesehatan biasa ternyata disuruh vaksin booster mana td ga sempet sarapan,1,kirain tes kesehatan biasa ternyata disuruh vaksin booster mana td ga sempet sarapan,kirain tes kesehatan biasa ternyata disuruh vaksin booster mana td ga sempet sarapan,"['mengira', 'tes', 'kesehatan', 'biasa', 'ternyata', 'disuruh', 'vaksin', 'booster', 'mana', 'tadi', 'enggak', 'sempat', 'sarapan']","['tes', 'kesehatan', 'disuruh', 'vaksin', 'booster', 'sarapan']",tes sehat suruh vaksin booster sarap
233,8/11/2022 12:54,Papetdah,Pegel2 tangan booster buat dapetin sertifikat malah gak keluar2 tp ada aja orang belom vaksin booster sertifnya udh pada keluar emang bangsat,0,Pegel tangan booster buat dapetin sertifikat malah gak keluar tp ada aja orang belom vaksin booster sertifnya udh pada keluar emang bangsat,pegel tangan booster buat dapetin sertifikat malah gak keluar tp ada aja orang belom vaksin booster sertifnya udh pada keluar emang bangsat,"['pegel', 'tangan', 'booster', 'buat', 'mendapati', 'sertifikat', 'malah', 'enggak', 'keluar', 'tapi', 'ada', 'saja', 'orang', 'belum', 'vaksin', 'booster', 'sertifnya', 'sudah', 'pada', 'keluar', 'memang', 'bangsat']","['pegel', 'tangan', 'booster', 'mendapati', 'sertifikat', 'orang', 'vaksin', 'booster', 'sertifnya', 'bangsat']",gel tangan booster dapat sertifikat orang vaksin booster sertifnya bangsat
234,8/11/2022 13:18,aul 𖧷,@hoshiluvssa Vaksin booster nggak semenyeramkan itu kok haha,1,Vaksin booster nggak semenyeramkan itu kok haha,vaksin booster nggak semenyeramkan itu kok haha,"['vaksin', 'booster', 'enggak', 'semenyeramkan', 'itu', 'kok', 'haha']","['vaksin', 'booster', 'semenyeramkan', 'haha']",vaksin booster seram haha
235,8/11/2022 13:42,official maba #22 :'',Ini kenapa efek vaksin booster ga hilang hilang dah,1,Ini kenapa efek vaksin booster ga hilang hilang dah,ini kenapa efek vaksin booster ga hilang hilang dah,"['ini', 'kenapa', 'efek', 'vaksin', 'booster', 'enggak', 'hilang', 'hilang', 'deh']","['efek', 'vaksin', 'booster', 'hilang', 'hilang', 'deh']",efek vaksin booster hilang hilang deh
236,8/11/2022 13:43,Farid,jangan lupa vaksin booster biar nanti lancar vaksin ke-4 sehingga vaksin ke-5 tidak ada kendala jadi vaksin ke-6 tubuh sudah siap untuk vaksin ke-7 karena antibodi sudah terbentuk dan sanggup menampung vaksin ke-8 https://t.co/d2FlZDDmK7,1,jangan lupa vaksin booster biar nanti lancar vaksin ke sehingga vaksin ke tidak ada kendala jadi vaksin ke tubuh sudah siap untuk vaksin ke karena antibodi sudah terbentuk dan sanggup menampung vaksin ke,jangan lupa vaksin booster biar nanti lancar vaksin ke sehingga vaksin ke tidak ada kendala jadi vaksin ke tubuh sudah siap untuk vaksin ke karena antibodi sudah terbentuk dan sanggup menampung vaksin ke,"['jangan', 'lupa', 'vaksin', 'booster', 'biar', 'nanti', 'lancar', 'vaksin', 'ke', 'sehingga', 'vaksin', 'ke', 'tidak', 'ada', 'kendala', 'jadi', 'vaksin', 'ke', 'tubuh', 'sudah', 'siap', 'untuk', 'vaksin', 'ke', 'karena', 'antibodi', 'sudah', 'terbentuk', 'dan', 'sanggup', 'menampung', 'vaksin', 'ke']","['lupa', 'vaksin', 'booster', 'biar', 'lancar', 'vaksin', 'vaksin', 'kendala', 'vaksin', 'tubuh', 'vaksin', 'antibodi', 'terbentuk', 'sanggup', 'menampung', 'vaksin']",lupa vaksin booster biar lancar vaksin vaksin kendala vaksin tubuh vaksin antibodi bentuk sanggup tampung vaksin
237,8/11/2022 13:57,Seo dagang dulu | Fb yaa,Vaksin booster ko pegel bgt ya dua vaksin kemarin perasaan gapapa,0,Vaksin booster ko pegel bgt ya dua vaksin kemarin perasaan gapapa,vaksin booster ko pegel bgt ya dua vaksin kemarin perasaan gapapa,"['vaksin', 'booster', 'kok', 'pegel', 'banget', 'ya', 'dua', 'vaksin', 'kemarin', 'perasaan', 'gapapa']","['vaksin', 'booster', 'pegel', 'banget', 'ya', 'vaksin', 'kemarin', 'perasaan', 'gapapa']",vaksin booster gel banget ya vaksin kemarin asa gapapa
238,8/11/2022 14:32,Siti Aisyah,Yaallah after vaksin booster ke dua keulang lagi kipinya lemes bener,0,Yaallah after vaksin booster ke dua keulang lagi kipinya lemes bener,yaallah after vaksin booster ke dua keulang lagi kipinya lemes bener,"['yaallah', 'after', 'vaksin', 'booster', 'ke', 'dua', 'keulang', 'lagi', 'kipinya', 'lemes', 'benar']","['yaallah', 'after', 'vaksin', 'booster', 'keulang', 'kipinya', 'lemes']",yaallah after vaksin booster ulang kipinya lemes
239,8/11/2022 14:40,Noah.,apaansi @Eitherein nyuruh2 vaksin dari awal orang tinggal booster doang ,1,apaansi nyuruh vaksin dari awal orang tinggal booster doang,apaansi nyuruh vaksin dari awal orang tinggal booster doang,"['apaansi', 'nyuruh', 'vaksin', 'dari', 'awal', 'orang', 'tinggal', 'booster', 'doang']","['apaansi', 'nyuruh', 'vaksin', 'orang', 'tinggal', 'booster', 'doang']",apaansi nyuruh vaksin orang tinggal booster doang
240,8/11/2022 14:41,Sahat Hasugian,Mau sampe kapan vaksin booster lagi.Varian itu disebabkan karena vaksin dan banyak Org habis divaksin bukan tambah sehat melainkan tambah sakit2an.oknum tambah banyak uang & rakyat sakit2an https://t.co/KLfgtzapKH,0,Mau sampe kapan vaksin booster lagiVarian itu disebabkan karena vaksin dan banyak Org habis divaksin bukan tambah sehat melainkan tambah sakitanoknum tambah banyak uang  rakyat sakitan,mau sampe kapan vaksin booster lagivarian itu disebabkan karena vaksin dan banyak org habis divaksin bukan tambah sehat melainkan tambah sakitanoknum tambah banyak uang  rakyat sakitan,"['mau', 'sampai', 'kapan', 'vaksin', 'booster', 'lagivarian', 'itu', 'disebabkan', 'karena', 'vaksin', 'dan', 'banyak', 'orang', 'habis', 'divaksin', 'bukan', 'tambah', 'sehat', 'melainkan', 'tambah', 'sakitanoknum', 'tambah', 'banyak', 'uang', 'rakyat', 'sakitan']","['vaksin', 'booster', 'lagivarian', 'disebabkan', 'vaksin', 'orang', 'habis', 'divaksin', 'sehat', 'sakitanoknum', 'uang', 'rakyat', 'sakitan']",vaksin booster lagivarian sebab vaksin orang habis vaksin sehat sakitanoknum uang rakyat sakit
241,8/11/2022 14:47,Ronnie H. Rusli. MS. PhD.,@katzen_jammer Artinya apa Booster ada manfaat untuk melindungi? Kalau bukan cuma dagang vaksin (impor vaksin di beli) dan dipaksakan dipakai sampai ada yg sdh 6x Vaksin-Booster tetap saja kena.,0,Artinya apa Booster ada manfaat untuk melindungi Kalau bukan cuma dagang vaksin impor vaksin di beli dan dipaksakan dipakai sampai ada yg sdh x VaksinBooster tetap saja kena,artinya apa booster ada manfaat untuk melindungi kalau bukan cuma dagang vaksin impor vaksin di beli dan dipaksakan dipakai sampai ada yg sdh x vaksinbooster tetap saja kena,"['artinya', 'apa', 'booster', 'ada', 'manfaat', 'untuk', 'melindungi', 'kalau', 'bukan', 'cuma', 'dagang', 'vaksin', 'impor', 'vaksin', 'di', 'beli', 'dan', 'dipaksakan', 'dipakai', 'sampai', 'ada', 'yang', 'sudah', 'kali', 'vaksinbooster', 'tetap', 'saja', 'kena']","['booster', 'manfaat', 'melindungi', 'dagang', 'vaksin', 'impor', 'vaksin', 'beli', 'dipaksakan', 'dipakai', 'kali', 'vaksinbooster', 'kena']",booster manfaat lindung dagang vaksin impor vaksin beli paksa pakai kali vaksinbooster kena
242,8/11/2022 14:51,ѕку нιgн ツ,@jogjamnfs minim vaksin booster keknya,1,minim vaksin booster keknya,minim vaksin booster keknya,"['minim', 'vaksin', 'booster', 'kayaknya']","['minim', 'vaksin', 'booster', 'kayaknya']",minim vaksin booster kayak
243,8/11/2022 15:07,terserah,Sudah mulai merasakan gejala2 efek vaksin moderna kayak dulu waktu booster dosis pertama. Tangan bekas suntikan pegal pusing badan sumeng-sumeng.,0,Sudah mulai merasakan gejala efek vaksin moderna kayak dulu waktu booster dosis pertama Tangan bekas suntikan pegal pusing badan sumengsumeng,sudah mulai merasakan gejala efek vaksin moderna kayak dulu waktu booster dosis pertama tangan bekas suntikan pegal pusing badan sumengsumeng,"['sudah', 'mulai', 'merasakan', 'gejala', 'efek', 'vaksin', 'moderna', 'kayak', 'dulu', 'waktu', 'booster', 'dosis', 'pertama', 'tangan', 'bekas', 'suntikan', 'pegal', 'pusing', 'badan', 'sumengsumeng']","['merasakan', 'gejala', 'efek', 'vaksin', 'moderna', 'kayak', 'booster', 'dosis', 'tangan', 'bekas', 'suntikan', 'pegal', 'pusing', 'badan', 'sumengsumeng']",rasa gejala efek vaksin moderna kayak booster dosis tangan bekas sunti pegal pusing badan sumengsumeng
244,8/11/2022 15:09,cetekhun,@_iyangg Ohh iya gue baru ngeh vaksin ke 3 kan booster wkwk anjir pikiran gue kalut banget kaya ngurusin negara ,0,Ohh iya gue baru ngeh vaksin ke kan booster wkwk anjir pikiran gue kalut banget kaya ngurusin negara,ohh iya gue baru ngeh vaksin ke kan booster wkwk anjir pikiran gue kalut banget kaya ngurusin negara,"['oh', 'iya', 'gue', 'baru', 'engah', 'vaksin', 'ke', 'kan', 'booster', 'wkwk', 'anjir', 'pikiran', 'gue', 'kalut', 'banget', 'kayak', 'mengurusi', 'negara']","['oh', 'iya', 'gue', 'engah', 'vaksin', 'booster', 'wkwk', 'anjir', 'pikiran', 'gue', 'kalut', 'banget', 'kayak', 'mengurusi', 'negara']",oh iya gue engah vaksin booster wkwk anjir pikir gue kalut banget kayak urus negara
245,8/11/2022 15:09,raye ☕️,@KhhFess seharusnya ya gak dikasih tau juga harus tau sih sekarang di indo udh di beritain juga kalo ke mall atau public aja minimal booster bukan vaksin 2 lagi cmiiw,1,seharusnya ya gak dikasih tau juga harus tau sih sekarang di indo udh di beritain juga kalo ke mall atau public aja minimal booster bukan vaksin lagi cmiiw,seharusnya ya gak dikasih tau juga harus tau sih sekarang di indo udh di beritain juga kalo ke mall atau public aja minimal booster bukan vaksin lagi cmiiw,"['seharusnya', 'ya', 'enggak', 'dikasih', 'tau', 'juga', 'harus', 'tau', 'sih', 'sekarang', 'di', 'indonesia', 'sudah', 'di', 'beritain', 'juga', 'kalo', 'ke', 'mall', 'atau', 'public', 'saja', 'minimal', 'booster', 'bukan', 'vaksin', 'lagi', 'cmiiw']","['ya', 'dikasih', 'tau', 'tau', 'sih', 'indonesia', 'beritain', 'kalo', 'mall', 'public', 'minimal', 'booster', 'vaksin', 'cmiiw']",ya kasih tau tau sih indonesia beritain kalo mall public minimal booster vaksin cmiiw
246,8/11/2022 15:10,Paris,@Youpouud00 kamu buruan deh vaksin ketiga soalnya sekarang kemana2 wajib booster,1,kamu buruan deh vaksin ketiga soalnya sekarang kemana wajib booster,kamu buruan deh vaksin ketiga soalnya sekarang kemana wajib booster,"['kamu', 'buruan', 'deh', 'vaksin', 'ketiga', 'soalnya', 'sekarang', 'kemana', 'wajib', 'booster']","['buruan', 'deh', 'vaksin', 'ketiga', 'kemana', 'wajib', 'booster']",buru deh vaksin tiga mana wajib booster
247,8/11/2022 15:39,cia (rest),@vangdele NAHH sama aku jg lg mikirin ini. soalnya kan baru ada info harus udh vaksin booster temenku baru mingdep kalo mesennya terpisah takut ga barengan T_T,1,NAHH sama aku jg lg mikirin ini soalnya kan baru ada info harus udh vaksin booster temenku baru mingdep kalo mesennya terpisah takut ga barengan TT,nahh sama aku jg lg mikirin ini soalnya kan baru ada info harus udh vaksin booster temenku baru mingdep kalo mesennya terpisah takut ga barengan tt,"['nah', 'sama', 'aku', 'juga', 'lagi', 'memikirkan', 'ini', 'soalnya', 'kan', 'baru', 'ada', 'info', 'harus', 'sudah', 'vaksin', 'booster', 'temenku', 'baru', 'mingdep', 'kalo', 'mesennya', 'terpisah', 'takut', 'enggak', 'barengan', 'tt']","['memikirkan', 'info', 'vaksin', 'booster', 'temenku', 'mingdep', 'kalo', 'mesennya', 'terpisah', 'takut', 'barengan', 'tt']",pikir info vaksin booster temenku mingdep kalo mesennya pisah takut bareng tt
248,8/11/2022 15:49,bukan shopee,Cih besok vaksin booster pdhl mau lanjut begadang maraton konser,1,Cih besok vaksin booster pdhl mau lanjut begadang maraton konser,cih besok vaksin booster pdhl mau lanjut begadang maraton konser,"['cih', 'besok', 'vaksin', 'booster', 'padahal', 'mau', 'lanjut', 'begadang', 'maraton', 'konser']","['cih', 'besok', 'vaksin', 'booster', 'begadang', 'maraton', 'konser']",cih besok vaksin booster begadang maraton konser
249,8/11/2022 15:55,nini baby,@fvllsvnflowers @KhhFess Masih bingung booster tuh ada berapa kali kalo udah vaksin 3 kali bisa kan ya?? ,1,Masih bingung booster tuh ada berapa kali kalo udah vaksin kali bisa kan ya,masih bingung booster tuh ada berapa kali kalo udah vaksin kali bisa kan ya,"['masih', 'bingung', 'booster', 'tuh', 'ada', 'berapa', 'kali', 'kalo', 'sudah', 'vaksin', 'kali', 'bisa', 'kan', 'ya']","['bingung', 'booster', 'tuh', 'kali', 'kalo', 'vaksin', 'kali', 'ya']",bingung booster tuh kali kalo vaksin kali ya
250,8/11/2022 16:09,Izna,abis vaksin booster 2 hari H pegel linu tangannya H+1 panas naik turun H+3 hidung pengar kagak selesai anjir .,0,abis vaksin booster hari H pegel linu tangannya H panas naik turun H hidung pengar kagak selesai anjir ,abis vaksin booster hari h pegel linu tangannya h panas naik turun h hidung pengar kagak selesai anjir ,"['habis', 'vaksin', 'booster', 'hari', 'h', 'pegel', 'linu', 'tangannya', 'h', 'panas', 'naik', 'turun', 'h', 'hidung', 'pengar', 'kagak', 'selesai', 'anjir']","['habis', 'vaksin', 'booster', 'h', 'pegel', 'linu', 'tangannya', 'h', 'panas', 'turun', 'h', 'hidung', 'pengar', 'kagak', 'selesai', 'anjir']",habis vaksin booster h gel linu tangan h panas turun h hidung pengar kagak selesai anjir
251,8/11/2022 17:01,¹³¹,sakitan vaksin booster daripada jatuh kecelakaan motor,0,sakitan vaksin booster daripada jatuh kecelakaan motor,sakitan vaksin booster daripada jatuh kecelakaan motor,"['sakitan', 'vaksin', 'booster', 'daripada', 'jatuh', 'kecelakaan', 'motor']","['sakitan', 'vaksin', 'booster', 'jatuh', 'kecelakaan', 'motor']",sakit vaksin booster jatuh celaka motor
252,8/12/2022 13:30,DLA,Gara2 efek vaksin booster kemaren nih badan sakit2 semua gila bonyok. Kalo bukan karna kebijakan perusahaan suru vaksin booster mah ogah bgt. Ngapain booster2 segala.,0,Gara efek vaksin booster kemaren nih badan sakit semua gila bonyok Kalo bukan karna kebijakan perusahaan suru vaksin booster mah ogah bgt Ngapain booster segala,gara efek vaksin booster kemaren nih badan sakit semua gila bonyok kalo bukan karna kebijakan perusahaan suru vaksin booster mah ogah bgt ngapain booster segala,"['gara', 'efek', 'vaksin', 'booster', 'kemarin', 'nih', 'badan', 'sakit', 'semua', 'gila', 'bonyok', 'kalo', 'bukan', 'karena', 'kebijakan', 'perusahaan', 'suruh', 'vaksin', 'booster', 'mah', 'ogah', 'banget', 'mengapai', 'booster', 'segala']","['gara', 'efek', 'vaksin', 'booster', 'kemarin', 'nih', 'badan', 'sakit', 'gila', 'bonyok', 'kalo', 'kebijakan', 'perusahaan', 'suruh', 'vaksin', 'booster', 'mah', 'ogah', 'banget', 'mengapai', 'booster']",gara efek vaksin booster kemarin nih badan sakit gila bonyok kalo bijak usaha suruh vaksin booster mah ogah banget kapai booster
253,8/12/2022 13:32,™† CrispyPork †™,@luthfiiluffyy Mungkin.. Tp ya aku jg pas vaksin 1 2 gpp sih pake Pfizer Ga tau nih booster,1,Mungkin Tp ya aku jg pas vaksin gpp sih pake Pfizer Ga tau nih booster,mungkin tp ya aku jg pas vaksin gpp sih pake pfizer ga tau nih booster,"['mungkin', 'tapi', 'ya', 'aku', 'juga', 'pas', 'vaksin', 'enggak', 'apa-apa', 'sih', 'pakai', 'pfizer', 'enggak', 'tau', 'nih', 'booster']","['ya', 'pas', 'vaksin', 'apa-apa', 'sih', 'pakai', 'pfizer', 'tau', 'nih', 'booster']",ya pas vaksin apa sih pakai pfizer tau nih booster
254,8/12/2022 13:39,⚕️Base Anak FK | Open DM📩,dok mahasiswa FK udah vaksin keberapa? Dapet booster?,1,dok mahasiswa FK udah vaksin keberapa Dapet booster,dok mahasiswa fk udah vaksin keberapa dapet booster,"['dok', 'mahasiswa', 'fk', 'sudah', 'vaksin', 'keberapa', 'dapat', 'booster']","['dok', 'mahasiswa', 'fk', 'vaksin', 'keberapa', 'booster']",dok mahasiswa fk vaksin berapa booster
255,8/12/2022 13:41,saaa🦋,"wkwk iya kali tp aku mahasiswa profesi kak. ohh jadi abis covid, blm sebulan langsung vaksin? setau aku harusnya diberi jarak seenggaknya 3-6 bulan sih kak. dulu pernah konsul sama dokter patologi jg katanya minimal 1 bulan setelah negatif",1,wkwk iya kali tp aku mahasiswa profesi kak ohh jadi abis covid blm sebulan langsung vaksin setau aku harusnya diberi jarak seenggaknya  bulan sih kak dulu pernah konsul sama dokter patologi jg katanya minimal bulan setelah negatif,wkwk iya kali tp aku mahasiswa profesi kak ohh jadi abis covid blm sebulan langsung vaksin setau aku harusnya diberi jarak seenggaknya  bulan sih kak dulu pernah konsul sama dokter patologi jg katanya minimal bulan setelah negatif,"['wkwk', 'iya', 'kali', 'tapi', 'aku', 'mahasiswa', 'profesi', 'kak', 'oh', 'jadi', 'habis', 'covid', 'belum', 'sebulan', 'langsung', 'vaksin', 'setau', 'aku', 'harusnya', 'diberi', 'jarak', 'seenggaknya', 'bulan', 'sih', 'kak', 'dulu', 'pernah', 'konsultasi', 'sama', 'dokter', 'patologi', 'juga', 'katanya', 'minimal', 'bulan', 'setelah', 'negatif']","['wkwk', 'iya', 'kali', 'mahasiswa', 'profesi', 'kak', 'oh', 'habis', 'covid', 'sebulan', 'langsung', 'vaksin', 'setau', 'jarak', 'seenggaknya', 'sih', 'kak', 'konsultasi', 'dokter', 'patologi', 'minimal', 'negatif']",wkwk iya kali mahasiswa profesi kak oh habis covid bulan langsung vaksin tau jarak enggak sih kak konsultasi dokter patologi minimal negatif
256,8/12/2022 13:45,🧸𝓭 ༊*·˚,mau cerita kmrn gue booster dulu vaksin 1&2 sinovac skrg dpt az HAHAHA awalnya kek ga sakit apa-apa ahh kek bnr bnr ga kerasa ges pas suntik tuh,1,mau cerita kmrn gue booster dulu vaksin  sinovac skrg dpt az HAHAHA awalnya kek ga sakit apaapa ahh kek bnr bnr ga kerasa ges pas suntik tuh,mau cerita kmrn gue booster dulu vaksin  sinovac skrg dpt az hahaha awalnya kek ga sakit apaapa ahh kek bnr bnr ga kerasa ges pas suntik tuh,"['mau', 'cerita', 'kemarin', 'gue', 'booster', 'dulu', 'vaksin', 'sinovac', 'sekarang', 'dapat', 'az', 'hahaha', 'awalnya', 'kayak', 'enggak', 'sakit', 'apaapa', 'ah', 'kayak', 'benar', 'benar', 'enggak', 'kerasa', 'ges', 'pas', 'suntik', 'tuh']","['cerita', 'kemarin', 'gue', 'booster', 'vaksin', 'sinovac', 'az', 'hahaha', 'kayak', 'sakit', 'apaapa', 'ah', 'kayak', 'kerasa', 'ges', 'pas', 'suntik', 'tuh']",cerita kemarin gue booster vaksin sinovac az hahaha kayak sakit apaapa ah kayak rasa ges pas suntik tuh
257,8/12/2022 13:56,VOI.id,"Anih, kakak korban, mengatakan dirinya sangat terpukul mendengar adiknya yang suka mengajak warga sekitar untuk vaksin booster justru meninggal di tempat vaksin. https://t.co/VATKtWXGVl",0,Anih kakak korban mengatakan dirinya sangat terpukul mendengar adiknya yang suka mengajak warga sekitar untuk vaksin booster justru meninggal di tempat vaksin,anih kakak korban mengatakan dirinya sangat terpukul mendengar adiknya yang suka mengajak warga sekitar untuk vaksin booster justru meninggal di tempat vaksin,"['anih', 'kakak', 'korban', 'mengatakan', 'dirinya', 'sangat', 'terpukul', 'mendengar', 'adiknya', 'yang', 'suka', 'mengajak', 'warga', 'sekitar', 'untuk', 'vaksin', 'booster', 'justru', 'meninggal', 'di', 'tempat', 'vaksin']","['anih', 'kakak', 'korban', 'terpukul', 'mendengar', 'adiknya', 'suka', 'mengajak', 'warga', 'vaksin', 'booster', 'meninggal', 'vaksin']",anih kakak korban pukul dengar adik suka ajak warga vaksin booster tinggal vaksin
258,8/12/2022 14:03,hahahihiinaja,abis vaksin booster kenapa jadi kaya orang sakit gini sih,0,abis vaksin booster kenapa jadi kaya orang sakit gini sih,abis vaksin booster kenapa jadi kaya orang sakit gini sih,"['habis', 'vaksin', 'booster', 'kenapa', 'jadi', 'kayak', 'orang', 'sakit', 'begini', 'sih']","['habis', 'vaksin', 'booster', 'kayak', 'orang', 'sakit', 'sih']",habis vaksin booster kayak orang sakit sih
259,8/12/2022 14:06,UNNES MENFESS💙,ness info vaksin booster sekitar unnes atau semarang,1,ness info vaksin booster sekitar unnes atau semarang,ness info vaksin booster sekitar unnes atau semarang,"['ness', 'info', 'vaksin', 'booster', 'sekitar', 'unnes', 'atau', 'semarang']","['ness', 'info', 'vaksin', 'booster', 'unnes', 'semarang']",ness info vaksin booster unnes semarang
260,8/12/2022 14:08,Tia Listria,"Efek booster vaksin mulai kerasa, mana barengan sama sariawan diujung dalam sana, Allah",1,Efek booster vaksin mulai kerasa mana barengan sama sariawan diujung dalam sana Allah,efek booster vaksin mulai kerasa mana barengan sama sariawan diujung dalam sana allah,"['efek', 'booster', 'vaksin', 'mulai', 'kerasa', 'mana', 'barengan', 'sama', 'sariawan', 'diujung', 'dalam', 'sana', 'allah']","['efek', 'booster', 'vaksin', 'kerasa', 'barengan', 'sariawan', 'diujung', 'allah']",efek booster vaksin rasa bareng sariawan ujung allah
261,8/12/2022 14:13,tiwtiw,bingung mau vaksin booster kpn,1,bingung mau vaksin booster kpn,bingung mau vaksin booster kpn,"['bingung', 'mau', 'vaksin', 'booster', 'kapan']","['bingung', 'vaksin', 'booster']",bingung vaksin booster
262,8/12/2022 14:13,mmuutthhiiaa,"Minggu kmrn vaksin ke 3 (booster) dan udah seminggu sakit kepala, apa ini efek dari vaksinnya? Minum pereda nyeri tp masih sakit:(",1,Minggu kmrn vaksin ke booster dan udah seminggu sakit kepala apa ini efek dari vaksinnya Minum pereda nyeri tp masih sakit,minggu kmrn vaksin ke booster dan udah seminggu sakit kepala apa ini efek dari vaksinnya minum pereda nyeri tp masih sakit,"['minggu', 'kemarin', 'vaksin', 'ke', 'booster', 'dan', 'sudah', 'seminggu', 'sakit', 'kepala', 'apa', 'ini', 'efek', 'dari', 'vaksinnya', 'minum', 'pereda', 'nyeri', 'tapi', 'masih', 'sakit']","['minggu', 'kemarin', 'vaksin', 'booster', 'seminggu', 'sakit', 'kepala', 'efek', 'vaksinnya', 'minum', 'pereda', 'nyeri', 'sakit']",minggu kemarin vaksin booster minggu sakit kepala efek vaksin minum reda nyeri sakit
263,8/12/2022 14:34,bege`,Tepar beh habis vaksin booster kemarin,1,Tepar beh habis vaksin booster kemarin,tepar beh habis vaksin booster kemarin,"['tepar', 'beh', 'habis', 'vaksin', 'booster', 'kemarin']","['tepar', 'beh', 'habis', 'vaksin', 'booster', 'kemarin']",tepar beh habis vaksin booster kemarin
264,8/12/2022 14:39,Cocacola,@algiguttur Minimal vaksin 2 + booster masuk tahap selanjutnya kak,1,Minimal vaksin  booster masuk tahap selanjutnya kak,minimal vaksin  booster masuk tahap selanjutnya kak,"['minimal', 'vaksin', 'booster', 'masuk', 'tahap', 'selanjutnya', 'kak']","['minimal', 'vaksin', 'booster', 'masuk', 'tahap', 'kak']",minimal vaksin booster masuk tahap kak
